"","text","created_at","author.location"
"118","Conférence Civic Tech 2021: les participant-e-s au débat public sur les conséquences de la votation sur l'e-ID sont au complet. Nous nous réjouissons de retrouver @adfichter @kramer_philippe @saandr0o et Caroline Brüesch !\n \nInscrivez-vous : https://t.co/zLVcPPZPLb !\n#civictechCH https://t.co/aV4CG1FA9d",2021-03-30 12:17:16,"Bern"
"119","Voilà. Encore une démonstration de la nécessité de développer des instruments permettant une réelle expression du consentement numérique. Cliquer sur une case ou sur «j’accepte» n’est pas suffisant. Et c’est plus urgent qu’une e-ID. https://t.co/uUwJji5vED",2021-03-29 07:19:05,"Suisse"
"120","5 - recourir à l’identification obligatoire au moyen d’un QR code sur téléphone mobile ou d’une vérification via l’empreinte digitale apposée dans la puce de l’e-ID pour contrôler le droit d’accéder à certains lieux ou transports ou pour contrôler le statut du citoyen",2021-03-26 05:26:48,"france"
"121","@PowerHasheur La Suisse a récemment rejeté une loi e-ID sur l'identité numérique digitale en votations populaires. Des propositions pour une e-ID ""officielle"" décentralisée via blockchain?",2021-03-23 17:01:18,"White Cross"
"122","Info sur l’actualité politique du monde numérique et sur les activités de l’association Société Numérique. En Mars :\n\n- Votation sur l'E-ID\n- Congrès d'hiver\n- Communication électronique dans le système judiciaire\n- Expert juridique\n- Stammtisch\n\nhttps://t.co/jnzcxJpO5h",2021-03-21 14:05:55,"Schweiz"
"123","Projet e-ID Togo : le ministère de l'économie numérique recrute pour ces 16 postes (18 mars 2021)\n\nLire sur : https://t.co/gTleXPAu9n",2021-03-18 10:18:28,"Togo"
"124","@Hubert_de_la_B suis wallon et ma e-id est écrite en néerlandais, allemand et en anglais et m'en fou... zetes 'core plus cons que nous sérieux <U+0001F605><U+0001F61B>",2021-03-18 05:45:00,"home"
"125","Pour les Suisses, le projet d'identité électronique (e-ID) c'est Non à 64 % https://t.co/PY8tN7Ezb9",2021-03-17 22:18:36,NA
"126","Comme ici où un froid glacial a parcouru le plateau d'Infrarouge lors du débat e-ID https://t.co/ZDzk7psa0M https://t.co/jdymPviJd7",2021-03-17 18:09:37,"Genève, Suisse"
"127","""Pour les Suisses, le projet d’identité électronique (e-ID) c’est Non à 64 %""  AU MOINS C'EST CLAIR !!! https://t.co/P1Unha33xE",2021-03-15 13:25:16,NA
"128","«Trois jours après la défaite du CF sur l’e-ID, l’ensemble des partis représentés au Parlement s’est accordé sur un nouveau modèle. «Une belle histoire», selon @anderageru, l’un des conseillers nationaux engagés au côté du comité référendaire.\n\nhttps://t.co/nmhhZmP9r0",2021-03-11 11:27:33,"Vevey, Switzerland"
"129","Gerhard Andrey: «Tout le monde est en faveur d’un projet d’e-ID» https://t.co/19EfB18Ldt",2021-03-11 06:14:49,NA
"130","#Gerhard Andrey: «Tout le monde est en faveur d'un projet d'e-ID» https://t.co/7kE6NZ54WX https://t.co/5qEg34LSIb",2021-03-10 20:27:16,"France"
"131","Apres le refus net dimanche, quel avenir pour l’identité électronique e-ID #eid #identiteelectronique #identitedigitale https://t.co/5551ceItyh",2021-03-10 14:04:14,"Geneva, Switzerland"
"132","#JobAlert\nDans le cadre du projet E-id Togo, le cabinet @AfricSearchTogo\nRecrute pour le Ministère de l'économie numérique et de la transformation digitale. 15 postes à pourvoir au total ici https://t.co/h3e7E0uSec \n #TgTwittos @LaTeam228",2021-03-10 09:31:19,"Côte d'Ivoire"
"133","Rejet de la loi sur l’e-ID: réactions et nouveaux projets\nhttps://t.co/1AAgHc4lOV",2021-03-10 09:06:40,"Versoix, Suisse"
"134","Rejet de la loi sur l’e-ID: réactions et nouveaux projets #Suisse #eID #Identité #Numérique #Votation https://t.co/OouL3iaOWe",2021-03-10 07:09:54,"France"
"135","Un jour après la votation, un large soutien autour d'une intervention parlementaire pour une E-ID émise par l'État ! https://t.co/qo5LlSzC1u",2021-03-10 07:09:01,NA
"136","Quelques jours après le non à l'E-ID, un comité formé de représentants du PLR, PS, Centre, des Verts, des vert'libéraux et de l'UDC dépose une motion commune pour une identité numérique délivrée par l’Etat, décentralisée et sans stockage de données. Voilà. https://t.co/zetmyuQqus",2021-03-10 03:41:24,"Switzerland"
"137","Dans le cadre de la mise en œuvre du projet d’identification nationale biométrique dénommé « e-ID Togo » de la Banque Mondiale au Togo, le cabinet Africsearch Togo recrute pour le Ministère de l’Economie Numérique et de la Transformation Digitale (MENTD)\nhttps://t.co/OxqatRwvY9",2021-03-09 19:39:26,"Senegal"
"138","News: Rejet de la loi sur l’e-ID: réactions et nouveaux projets https://t.co/tkwL1G6D5G",2021-03-09 12:51:03,NA
"139","Rejet de la loi sur l’e-ID: réactions et nouveaux projets https://t.co/0CB2BQAjYi https://t.co/gXNFpDh6Cj",2021-03-09 10:48:03,"Lausanne"
"140","Un vote fort pour le #servicepublic ! Le Conseil fédéral doit maintenant créer la base juridique pour une E-ID gérée par l'État. Nous soumettrons une intervention à cet effet au Parlement la semaine prochaine. <U+0001F449> https://t.co/rbvkSJJOGm #CHVote #vote21 https://t.co/ZAaCpxvuQd",2021-03-08 19:37:24,"Fribourg, Switzerland"
"141","@ericosx L’e-ID via  blockchain est probablement un des moyens de retrouver un peu de contrôle sur notre ID. Ca reviendra à l’attaque. Cryptoletaires de tous pays.... :)",2021-03-08 17:19:16,"Nouméa"
"142","La Suisse n’introduira pas d’identité électronique (e-ID) pour le moment: les électrices et électeurs suisses se sont prononcés très clairement contre cette proposition lors du référendum du 7 mars 2021. <U+27A1><U+FE0F> https://t.co/Xoh9yn36Jk\n#5eSuisse #SwissCommunity https://t.co/uB80vkxt4H",2021-03-08 16:55:45,"Schweiz"
"143","L'initiative anti-burqa et l'accord avec l'Indonésie passent de peu la rampe, l'e-ID balayée https://t.co/dfOUhJOPKo",2021-03-08 14:32:32,"Switzerland"
"144","La Une du @LeTemps de ce jour\n\nLes Suisses défient leur Gouvernement par référendum\n\nIls interdisent la burqa, refusent un projet d'e-ID et la partie francophone refuse l'accord commercial avec l'Indonésie\n\nRappel : la composition du gouvernement regroupe 69% de l'électorat https://t.co/Qzlm9yhG8X",2021-03-08 14:19:18,NA
"145","Une nouvelle e-ID sera proposée au parlement.\nRefus clair de la privatisation d’un service public et de la création d’un marché des données. Il légitime la mise sur pied rapide d’une e-ID en mains publiques, gratuite et sécurisée pour le citoyen.\nhttps://t.co/gWywjS4s4X",2021-03-08 13:23:19,"Aubonne CH"
"146","Votation fédérale du #7 mars – LAUSANNE\n<U+274C> NON 62.2 % Initiative: Oui à l’interdiction de se dissimuler le visage  \n<U+274C> NON 78.4 % e-id\n<U+274C> NON 72 % Accord avec l’Indonésie\n#Chvote #Vaud #e-id https://t.co/63xmpXNBGM https://t.co/bo744bYirg",2021-03-08 12:13:20,"Catalunya / Suïssa"
"147","Le projet d'identité électronique (e-ID) a été balayé par le peuple suisse https://t.co/OZ2fp18Cno",2021-03-08 11:31:24,NA
"148","https://t.co/PO1X9RN1R2\nL'initiative «Oui à l’interdiction de se dissimuler le visage» et l'accord de libre-échange entre la Suisse et l’Indonésie ont été accepté par le peuple suisse, alors que la loi concernant l'e-ID a été rejeté.",2021-03-08 11:00:43,"Zürich, Schweiz"
"149","Un léger avantage pour l'initiative anti-burqa et l'accord avec l'Indonésie, l'e-ID rejetée https://t.co/x28SWRF1om #CHvote via @RTSinfo",2021-03-08 09:51:01,"Suisse, France"
"150","@mfguillaume Donc KKS ""perd"" sur les votations de dimanche et voilà que le PRL a déjà perdu les élections de 2023 et son 2e siège au CF par la même occasion... On vous rappellera que le CF est un collège et que, sauf erreur, l'e-ID a été initié sous la houlette de la camarade https://t.co/g4XbHNdBsw",2021-03-08 09:02:39,"Suisse "
"151","Stellungnahme: Nein zur E-Id: Ja zu einer digital handlungsfähigen Schweiz!\nhttps://t.co/Hnq8NgNf39\n\nPrise de position: NON à l'e-ID : Oui à une Suisse à la hauteur des défis du numérique!\nhttps://t.co/QNqqno9iiW https://t.co/tsoA7bcwJU",2021-03-08 09:00:39,"Switzerland"
"152","NON à l'e-ID : Oui à une Suisse à la hauteur des bisous défis du numérique!  Par @chplusplus  @LesVertsSuisses @PLR_Suisse @UDCch @Mitte_Centre @vertliberaux @PSSuisse  https://t.co/HshWEPqN0B",2021-03-08 08:56:13,"Switzerland"
"153","Résultats définitifs:\n\n- Initiative anti-burqa: Oui à 51,2% \n- E-ID: Non à 64,4%\n- Accord avec l'Indonésie: Oui à 51,7%\n\nRésultats, analyses, interviews: https://t.co/TzIXy6Io6g",2021-03-08 08:33:09,"Prangins"
"154","La @ccig1865  se réjouit de l’acceptation par le peuple de l’accord avec l’Indonésie et prend acte du refus des objets autrement plus controversés concernant l’e-ID et «Clé de Rive».\nhttps://t.co/Cw0Y2i5UIy",2021-03-08 08:17:56,"Genf, Schweiz"
"155","Le rejet de la loi sur l’e-ID signifie que toute harmonisation des différentes bases réglementaires en matière d’identité numérique est impossible.\n\nhttps://t.co/FODYfNOPkM",2021-03-08 08:03:50,"Genf, Schweiz"
"156","La Suisse rejette l’e-ID à cause de la protection des données mais utilise tjs facebook en décomplexion",2021-03-08 07:33:18,"Suisse"
"157","L'initiative anti-burqa et l'accord avec l'Indonésie passent de peu la rampe, l'e-ID balayée https://t.co/HkIAoo68py #CHvote via @RadioTeleSuisse",2021-03-08 07:28:01,"Suisse, France"
"158","«Si SuisseID – le certificat d’authentification que nous recyclera probablement SwissSign pour la e-ID – était une réussite, il se serait imposé de lui-même – par les usages, et non par la loi.» https://t.co/ilCaYJoHLL",2021-03-08 06:34:33,"Genève, Suisse"
"159","Dommage, la loi sur e-ID rejetée\nhttps://t.co/ZuiQy2b56v #Blockchain https://t.co/JmlCm2j1Fh",2021-03-08 01:03:05,"Nouméa"
"160","Belle victoire dans le cadre de l’e-id. Les <U+0001F1E8><U+0001F1ED> ne veulent pas d’une identité numérique privatisée, gérée par leur banque, assurance, etc. Une version gérée par l’Etat est préférable, la Confédération doit s’y atteler maintenant.",2021-03-08 00:13:54,"Aubonne CH"
"161","Le projet d'identité électronique (e-ID) a été balayé par le peuple suisse https://t.co/cqePsdpmS2",2021-03-07 23:41:02,NA
"162","L'initiative anti-burqa et l'accord avec l'Indonésie passent de peu la rampe, l'e-ID balayée https://t.co/92ZxQOA7SL via @RTSinfo",2021-03-07 23:05:20,"London, England"
"163","Karin Keller-Sutter déçue du résultat sur la loi sur l'identité électronique (e-ID) https://t.co/Gk0MiGPgIs",2021-03-07 22:53:13,"Genève, Suisse"
"164","Votation fédérale – RENENS\n<U+274C> NON 52.8% Initiative: Oui à l’interdiction de se dissimuler le visage.  \n<U+274C> NON 77.4% e-id \n<U+274C> NON 72.6% Accord avec l’Indonésie\n#CHVOTE #Vaud #eid\n https://t.co/AWkQrGcHgq https://t.co/zRDCuieRYN",2021-03-07 21:26:17,"Vaud, Suisse"
"165","Votations fédérales: Une nouvelle e-ID sera proposée au parlement https://t.co/CeDijzcrye",2021-03-07 21:15:32,"#Genève, #Suisse"
"166","Votations fédérales: Une nouvelle e-ID sera proposée au parlement https://t.co/yenmhinqwX",2021-03-07 21:15:02,"Vaud, Suisse"
"167","Nouvelle perle des analystes à la RTS: le refus de l'e-ID serait un gage de confiance dans l'État et un refus de l'implication du privé. \n\nCe plateau est une farce.",2021-03-07 20:54:28,"Gruyère, canton Fribourg,<U+0001F1E8><U+0001F1ED>"
"168","Résultats définitifs pour #CHvote <U+0001F447>\n\n<U+2714> Oui à 51,2% pour l'initiative anti-burqa\n<U+0001F534> Non à 64,4% pour l'e-ID\n<U+2714> Oui à 51,7% pour l'accord avec l'Indonésie\n\nLe suivi en direct : https://t.co/90VimPrs5V",2021-03-07 20:18:24,"Alpes-Maritimes,  Le Cannet"
"169","Mon analyse sur les trois grands défis numériques qui attendent la Suisse, suite au refus de la loi sur l’e-ID. <U+0001F5F3><U+0001F9D0> Merci à @anderageru et @judithbellaiche de m’avoir livré leurs réflexions sur ce vaste sujet!\n\nhttps://t.co/jVwlaeOcPr",2021-03-07 19:53:46,"zürich"
"170","#Suisse Les résultats des votations fédérales d’aujourd’hui https://t.co/1cpWiNhehr\n\nDes 2 objets de votations qui me tenaient particulièrement à coeur, l’un a malheureusement été accepté (l’initiative dite «Anti-Burqa» de l’UDC) et l’autre AlHamdou Lilaah a été refusé (L’e-ID).",2021-03-07 19:46:40,"Chavannes, Suisse"
"171","Résultats définitifs pour #CHvote:\n<U+2714> Oui à 51,2% pour l'initiative anti-burqa\n<U+0001F534> Non à 64,4% pour l'e-ID\n<U+2714> Oui à 51,7% pour l'accord avec l'Indonésie\nLe suivi en direct: https://t.co/m1T2Or4ggq",2021-03-07 19:42:06,"Geneva, Switzerland"
"172","L'initiative anti-burqa et l'accord avec l'Indonésie passent de peu la rampe, l'e-ID balayée https://t.co/vxGrSvP47f",2021-03-07 19:06:52,"France "
"173","L'initiative anti-burqa en voie d'être acceptée, l'accord avec l'Indonésie passerait la rampe, l'e-ID balayée #CHvote \n\nhttps://t.co/hoQr9r3vMh",2021-03-07 19:01:46,NA
"174","Si il y avait un truc qui devait passer durant cette élection, c'était bien l'e-ID... C'est difficile de voir à quel point le peuple suisse peut être influencé par la ""gauche bien pensante"". https://t.co/G55gPhuM6b",2021-03-07 18:55:05,NA
"175","Définitifs #CHvote: l'initiative dite anti-burqa est acceptée à 51,2%, tout comme l'accord avec l'Indonésie (51,7%). L'e-ID est écartée par 64,4% des votes. Le suivi des réactions et analyses: https://t.co/KLiaMN2q5O",2021-03-07 18:51:34,NA
"176","L'initiative anti-burqa et l'accord avec l'Indonésie passent de peu la rampe, l'e-ID balayée #CHvote  https://t.co/zYZWVd5rOH",2021-03-07 18:43:24,"Genève et Lausanne, Suisse"
"177","Suisse. L'initiative anti-burqa et l'accord avec l'Indonésie passent de peu la rampe, l'e-ID balayée https://t.co/4rEeKRg0UN",2021-03-07 18:34:58,"Ile-de-France, France"
"178","Résultats des votations fédérales<U+0001F447>\n\n<U+0001F331> Le libre-échange doit respecter l‘environnement et les droits humains\n\n<U+0001F4BB>  L‘e-ID, ce n’est pas un business! A l‘Etat de s‘en occuper.\n\n<U+0001F3AD>  ""Libérons"" les femmes! (OK camp du oui: on attend demain votre soutien à des mesures concrètes..<U+0001F62C>)",2021-03-07 18:23:25,NA
"179","@Yahya_the2nd J’suis d’accord ça concerne même pas 40 meufs en vrai donc bon pas très intelligente comme initiative. J’suis content pour l’Indonésie et contre le e-ID perso",2021-03-07 18:23:23,"Dubaï, Emirats Arabes Unis"
"180","@Rodrigues780ds @imagine_ta_vie @SAXOF3 @linwood Merci pour toutes vos informations et votre Persévérance. Bonne soirée à vous aussi. Que la lumière soit. <U+0001F64F> chez moi 2 bonnes nouvelles sur 3 sujet de votation. Aujourd'hui pour mon anniversaire 2 bons résultats. E-ID refusé et burka refusé. Merci seigneur.",2021-03-07 18:06:02,NA
"181","Très heureux de l'acceptation de l'accord de libre-échange avec l'Indonésie. Nous nous félicitons aussi du non au projet de loi sur l'e-ID, mais nous regrettons l'ancrage de l'interdiction disproportionnée de se dissimuler le visage dans la constitution. <U+0001F449>https://t.co/gQOqp9QCmv https://t.co/7DAOSVmlCA",2021-03-07 17:30:05,"Berne"
"182","Votation fédérale du #7 mars – NYON\n<U+274C> NON 56.3 % Initiative: Oui à l’interdiction de se dissimuler le visage  \n<U+274C> NON 72.7 % e-id\n<U+274C> NON 63.5 % Accord avec l’Indonésie\n#Chvote #Vaud #e-id https://t.co/hi2GqUHOfU https://t.co/e2uauwzOxN",2021-03-07 17:26:03,NA
"183","Votation fédérale du #7 mars – MONTREUX\n<U+2714><U+FE0F> OUI 50.8 % Initiative: Oui à l’interdiction de se dissimuler le visage  \n<U+274C> NON 71.0 % e-id\n<U+274C> NON 65.0 % Accord avec l’Indonésie\n#Chvote #Vaud #e-id https://t.co/hi2GqUHOfU https://t.co/WJ8XdxUwqR",2021-03-07 17:24:45,NA
"184","e-ID c'est NEIN\nLa burqa c'est très serré cela semble un oui (attendons GE/VD/ZH/BE)\nL'Indonesie, c'est oui\n\nOn notera donc que malgré s'être battu sans loyauté ni transparence, le CF prend une belle claque\nÇa me va, aujourd'hui, c'est tout ce qui compte.\nMaintenant place à NEXT!",2021-03-07 17:17:43,NA
"185","CH L'initiative anti-burqa et l'accord avec l'Indonésie passent de peu la rampe, l'e-ID balayée RTS 07/03/21 le caractère raciste d’une partie de la Suisse et la CH alémanique à genou devant economiesuisse pour l’Indonésie  s’exprime dans les urnes  https://t.co/ih0dz6kXcJ",2021-03-07 17:09:13,"Genève, Suisse"
